"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"PYROPUS","200509","188.433","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200510","192.355","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200511","225.133","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200512","251.323","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200513","229.184","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200601","241.903","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200602","232.536","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200603","208.968","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200604","233.3","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200605","243.968","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200606","250","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200607","248.742","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200608","230.839","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200609","247.5","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200610","243.516","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200611","245.933","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200612","268.097","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200613","241.315","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200701","250.935","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200702","205.786","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200703","237.452","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200704","223.233","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200705","238.613","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200706","234.233","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200707","221.613","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200708","227.032","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200709","233.233","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200710","221.29","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200711","242.7","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200712","242.387","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200713","231.734","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200801","240.516","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200802","226.793","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200803","212.032","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200804","210.833","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200805","208.323","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200806","211.1","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200807","210.258","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200808","217.032","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200809","155.033","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200810","213.419","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200811","194.433","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200812","183.355","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200813","206.973","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200901","200.677","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200902","218.5","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200903","239","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200904","236.133","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200905","249.935","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200906","252.333","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200907","255.065","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200908","258.742","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200909","273.967","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200910","251.548","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200911","254.333","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200912","261.581","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","200913","246.121","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201001","266.968","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201002","277.607","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201003","286.323","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201004","286.7","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201005","267.516","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201006","284.333","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201007","282.129","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201008","271.548","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201009","270.133","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201010","267.387","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201011","277.567","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201012","292.806","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201013","277.562","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201101","299.387","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201102","268.75","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201103","263.097","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201104","278.8","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201105","290.484","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201106","285.867","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201107","281.419","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201108","272.387","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201109","306.4","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201110","280.129","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201111","277.633","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201112","280.774","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201113","282.148","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201201","261.452","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201202","275.103","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201203","286.323","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201204","299.833","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201205","301.71","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201206","299.567","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201207","274.065","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201208","258.742","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201209","253.633","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201210","258.355","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201211","270.133","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201212","285.258","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201213","276.984","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201301","274.29","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201302","281.107","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201303","282.71","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201304","292.967","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201305","285.387","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201306","273.667","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201307","285.065","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201308","287.419","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201309","281.267","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201310","269.129","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201311","270.1","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201312","285.645","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201313","280.74","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201401","281.226","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201402","277.321","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201403","274.548","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201404","279.1","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201405","274.032","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201406","278.633","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201407","282.484","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201408","283.968","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201409","253.967","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201410","264.677","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201411","306.767","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201412","314.742","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201413","281","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201501","272.645","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201502","255.179","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201503","236.419","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201504","275.6","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201505","284.871","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201506","291.233","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201507","297.71","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201508","298.871","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201509","263.833","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201510","263.097","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201511","274.833","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201512","292.71","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201513","275.742","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201601","304.129","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201602","283.897","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201603","288.516","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201604","283.8","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201605","285.226","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201606","272.333","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201607","268.968","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201608","272.323","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201609","273.2","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201610","265.194","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201611","280.633","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201612","287.258","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201613","280.47","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201701","266.29","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201702","261.679","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201703","291.258","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201704","303.433","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201705","297.71","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201706","282.433","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201707","294.871","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201708","279.677","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201709","235.033","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201710","291.032","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201711","301.2","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201712","310.516","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201713","284.827","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201801","304.226","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201802","273.857","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201803","275.742","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201804","285.767","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201805","291.677","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201806","285.733","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201807","286.355","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201808","293.387","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201809","294.033","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201810","294.29","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201811","314.433","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201812","313","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201813","292.838","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201901","291.839","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201902","288.571","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201903","261.484","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201904","271.7","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201905","282.903","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201906","290.167","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201907","286.419","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201908","284.129","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201909","281.633","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201910","280.903","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201911","287.133","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201912","280.226","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","201913","282.203","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","202001","269.097","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","202002","234.069","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","202003","245.452","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","202004","264.4","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","202005","258.387","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","202006","255.167","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","202007","257.903","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","202008","252.355","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","202009","269.7","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","202010","279.613","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","202011","284.9","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","202012","292.065","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","202013","263.699","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","202101","Not Available","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PYROPUS","202102","Not Available","7","Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","194913","Not Available","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","195013","Not Available","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","195113","Not Available","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","195213","Not Available","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","195313","Not Available","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","195413","Not Available","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","195513","Not Available","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","195613","Not Available","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","195713","Not Available","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","195813","Not Available","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","195913","Not Available","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","196013","Not Available","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","196113","Not Available","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","196213","Not Available","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","196313","Not Available","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","196413","Not Available","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","196513","Not Available","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","196613","Not Available","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","196713","209.433","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","196813","215.306","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","196913","222.738","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197013","238.956","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197113","262.568","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197213","264.025","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197301","284.587","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197302","274.829","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197303","269.929","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197304","275.113","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197305","303.148","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197306","281.667","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197307","295.581","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197308","280.071","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197309","272.6","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197310","288.542","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197311","252.307","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197312","255.942","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197313","277.966","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197401","234.677","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197402","243.107","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197403","246.877","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197404","250.327","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197405","239.419","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197406","253.6","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197407","244.271","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197408","257.968","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197409","259.887","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197410","257.555","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197411","241.62","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197412","229.265","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197413","246.523","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197501","244.516","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197502","238.243","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197503","212.561","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197504","200.473","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197505","219.561","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197506","233.613","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197507","235.897","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197508","256.69","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197509","252.26","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197510","250.903","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197511","254.66","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197512","261.535","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197513","238.445","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197601","257.484","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197602","242.462","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197603","247.381","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197604","242.947","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197605","257.948","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197606","246.72","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197607","253.045","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197608","256.645","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197609","266.173","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197610","235.181","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197611","265.413","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197612","274.6","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197613","253.879","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197701","256.858","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197702","268.979","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197703","259.813","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197704","259.133","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197705","278.787","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197706","261.533","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197707","272.594","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197708","273.832","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197709","270.46","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197710","277.974","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
"PZROPUS","197711","283.68","8","Propane/Propylene Refinery and Blender Net Production","Thousand Barrels per Day"
