"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"NLRIPUS","199913","371.934","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200001","448.516","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200002","435.241","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200003","366.839","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200004","303.4","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200005","322.226","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200006","325.067","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200007","325.032","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200008","326.774","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200009","385.533","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200010","415.871","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200011","494.867","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200012","408.71","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200013","379.566","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200101","420.613","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200102","419.536","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200103","378.387","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200104","398.333","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200105","399.742","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200106","393.167","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200107","396.581","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200108","379.903","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200109","436.833","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200110","459.484","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200111","523.4","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200112","538.839","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200113","428.71","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200201","503.516","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200202","463.786","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200203","387.645","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200204","369.367","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200205","352.097","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200206","347.7","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200207","382.677","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200208","381.29","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200209","405.667","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200210","486.581","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200211","528.7","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200212","535.226","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200213","428.573","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200301","457.742","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200302","445.643","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200303","385.71","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200304","358.8","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200305","361.774","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200306","365.033","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200307","367.645","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200308","391.677","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200309","411.867","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200310","452.065","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200311","505.833","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200312","520.129","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200313","418.529","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200401","478.065","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200402","457.586","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200403","398.065","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200404","363.433","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200405","380.839","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200406","367.967","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200407","360.065","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200408","374.29","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200409","399.133","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200410","476.774","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200411","509.5","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200412","495.935","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200413","421.738","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200501","458.677","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200502","469.821","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200503","382.29","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200504","372.5","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200505","382.323","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200506","400.167","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200507","401.871","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200508","345.484","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200509","434.4","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200510","534.032","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200511","560.033","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200512","555.613","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200513","441.197","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200601","552.806","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200602","507.964","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200603","448.452","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200604","442.3","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200605","470.774","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200606","466.333","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200607","422.645","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200608","447.097","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200609","497.767","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200610","548.065","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200611","572.633","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200612","636.935","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200613","501.162","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200701","557.419","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200702","473.429","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200703","462.71","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200704","443.933","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200705","462.323","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200706","456.9","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200707","465.226","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200708","448.548","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200709","496.433","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200710","561.71","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200711","630.3","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200712","600.129","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200713","505.159","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200801","539.677","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200802","502.172","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200803","461.097","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200804","448.6","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200805","444.742","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200806","435.1","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200807","438.968","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200808","413.129","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200809","408.933","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200810","562.645","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200811","576.167","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200812","589.161","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200813","485.134","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200901","552.484","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200902","492.857","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200903","446.774","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200904","415.733","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200905","432.226","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200906","429.167","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200907","436.645","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200908","403.806","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200909","482.4","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200910","544.968","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200911","609.233","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200912","579.806","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","200913","485.463","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201001","503.065","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201002","401.571","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201003","413.129","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201004","373.767","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201005","399.484","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201006","396.833","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201007","384.419","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201008","390.226","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201009","443","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201010","504.452","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201011","531.467","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201012","562.742","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201013","442.408","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201101","549.065","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201102","515.464","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201103","459.742","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201104","448.1","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201105","431.581","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201106","443.967","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201107","416.839","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201108","436.548","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201109","494.4","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201110","524.129","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201111","598.933","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201112","565.613","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201113","490.093","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201201","512.355","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201202","531.793","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201203","444.839","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201204","451.433","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201205","432.484","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201206","442.1","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201207","438.645","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201208","436.419","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201209","523.467","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201210","621.839","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201211","627.467","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201212","646.129","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201213","508.934","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201301","543.29","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201302","506.321","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201303","490.29","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201304","429.233","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201305","379.484","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201306","425.7","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201307","426.677","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201308","443.871","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201309","560.433","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201310","566.839","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201311","595.267","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201312","588.774","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201313","496.197","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201401","523.968","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201402","530.857","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201403","494.903","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201404","432.567","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201405","432.129","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201406","430.767","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201407","413.677","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201408","424.387","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201409","543.233","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201410","593.581","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201411","658.233","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201412","659.065","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201413","511.236","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201501","588.871","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201502","544.786","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201503","494.226","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201504","406.433","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201505","393.613","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201506","418.4","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201507","431.968","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201508","448.935","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201509","546.167","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201510","600.484","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201511","683.433","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201512","649.484","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201513","517.047","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201601","672.387","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201602","568.517","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201603","487.258","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201604","452.2","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201605","420.161","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201606","432.467","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201607","424.968","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201608","426.613","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201609","547.333","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201610","632.742","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201611","698.867","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201612","673.548","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201613","536.287","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201701","649.29","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201702","586.679","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201703","519.419","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201704","477.933","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201705","483.677","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201706","473.333","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201707","445.742","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201708","480.323","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201709","605.5","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201710","593.065","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201711","730.867","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201712","750.194","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201713","566.107","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201801","629.871","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201802","629.25","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201803","556.097","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201804","497.233","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201805","453.71","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201806","455.667","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201807","442.323","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201808","504.194","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201809","565.433","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201810","686.645","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201811","746.333","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201812","731.968","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201813","574.542","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
"NLRIPUS","201901","674.935","2","Natural Gas Liquids Refinery and Blender Net Inputs","Thousand Barrels per Day"
